Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
Q2NLE0	1	Q2NLE0_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr360	Mus musculus (Mouse)	316
Q0N2S5	1	Q0N2S5_MOUSE	unreviewed	Potassium voltage-gated channel Kv2.1 (Fragment)	Kcnb1	Mus musculus (Mouse)	275
Q8VGK6	1	Q8VGK6_MOUSE	unreviewed	Olfactory receptor	Olfr338	Mus musculus (Mouse)	306
Q542F3	1	Q542F3_MOUSE	unreviewed	Reduced folate transporter (Solute carrier family 19 member 1)	Slc19a1	Mus musculus (Mouse)	512
Q8R280	1	Q8R280_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r199 V1rh4	Mus musculus (Mouse)	367
A0A0N4SVQ3	1	A0A0N4SVQ3_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r41	Mus musculus (Mouse)	311
Q7TS33	1	Q7TS33_MOUSE	unreviewed	Olfactory receptor 212 (Olfactory receptor Olfr212)	Olfr212	Mus musculus (Mouse)	327
G3X9J1	1	G3X9J1_MOUSE	unreviewed	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	Slc8a1	Mus musculus (Mouse)	970
Q7TQQ3	1	Q7TQQ3_MOUSE	unreviewed	Olfactory receptor	Olfr1500	Mus musculus (Mouse)	311
Q8VFE4	1	Q8VFE4_MOUSE	unreviewed	Olfactory receptor	Olfr99	Mus musculus (Mouse)	305
Q7TR87	1	Q7TR87_MOUSE	unreviewed	Olfactory receptor	Olfr1031	Mus musculus (Mouse)	336
Q4FJV4	1	Q4FJV4_MOUSE	unreviewed	Annexin	Anxa1	Mus musculus (Mouse)	346
A2ATE0	1	A2ATE0_MOUSE	unreviewed	Olfactory receptor	Olfr1029	Mus musculus (Mouse)	324
Q3MI66	1	Q3MI66_MOUSE	unreviewed	Olfr700 protein (Fragment)	Olfr700	Mus musculus (Mouse)	315
Q8VGV0	1	Q8VGV0_MOUSE	unreviewed	Olfactory receptor 679 (Olfactory receptor MOR40-2) (Olfactory receptor Olfr679)	Olfr679	Mus musculus (Mouse)	315
Q7TS19	1	Q7TS19_MOUSE	unreviewed	Olfactory receptor	Olfr270	Mus musculus (Mouse)	314
Q8VF94	1	Q8VF94_MOUSE	unreviewed	Olfactory receptor	Olfr1199 Olfr1209	Mus musculus (Mouse)	310
Q8VH20	1	Q8VH20_MOUSE	unreviewed	Olfactory receptor	Olfr638	Mus musculus (Mouse)	321
Q91XY8	1	Q91XY8_MOUSE	unreviewed	"Protocadherin gamma A11 (Protocadherin gamma subfamily A, 11)"	Pcdhga11	Mus musculus (Mouse)	933
Q8VFI9	1	Q8VFI9_MOUSE	unreviewed	Olfactory receptor	Olfr872	Mus musculus (Mouse)	295
Q7TR49	1	Q7TR49_MOUSE	unreviewed	Olfactory receptor	Olfr1126	Mus musculus (Mouse)	314
E9Q9Z0	1	E9Q9Z0_MOUSE	unreviewed	Olfactory receptor	Olfr748	Mus musculus (Mouse)	307
Q7TS12	1	Q7TS12_MOUSE	unreviewed	Olfactory receptor	Olfr291	Mus musculus (Mouse)	315
Q8R2D3	1	Q8R2D3_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r4 V1rc21	Mus musculus (Mouse)	297
Q5NCD2	1	Q5NCD2_MOUSE	unreviewed	Olfactory receptor	Olfr325	Mus musculus (Mouse)	326
E9Q8M0	1	E9Q8M0_MOUSE	unreviewed	Olfactory receptor	Olfr204	Mus musculus (Mouse)	305
Q8VGE5	1	Q8VGE5_MOUSE	unreviewed	Olfactory receptor	Olfr1294	Mus musculus (Mouse)	312
E9Q382	1	E9Q382_MOUSE	unreviewed	Olfactory receptor	Olfr623	Mus musculus (Mouse)	317
Q7TQR3	1	Q7TQR3_MOUSE	unreviewed	Olfactory receptor	Olfr1463 Olfr1457	Mus musculus (Mouse)	310
A6H8H4	1	A6H8H4_MOUSE	unreviewed	Olfactory receptor	Olfr643	Mus musculus (Mouse)	314
Q5D1J0	1	Q5D1J0_MOUSE	unreviewed	Hyaluronidase (EC 3.2.1.35)	Spam1	Mus musculus (Mouse)	512
Q8VEX0	1	Q8VEX0_MOUSE	unreviewed	Olfactory receptor	Olfr726	Mus musculus (Mouse)	321
Q8VEY6	1	Q8VEY6_MOUSE	unreviewed	Olfactory receptor 1330 (Olfactory receptor MOR259-8) (Olfactory receptor Olfr1330)	Olfr1330 Olfr1331 Olfr1333 Olfr1335	Mus musculus (Mouse)	315
Q7TRK9	1	Q7TRK9_MOUSE	unreviewed	Olfactory receptor	Olfr100	Mus musculus (Mouse)	308
A0A1L1SRZ8	1	A0A1L1SRZ8_MOUSE	unreviewed	Olfactory receptor	Olfr896-ps1	Mus musculus (Mouse)	308
Q8R274	1	Q8R274_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r210 V1rh10	Mus musculus (Mouse)	306
Q8VGN4	1	Q8VGN4_MOUSE	unreviewed	Olfactory receptor	Olfr48	Mus musculus (Mouse)	301
Q7TQW3	1	Q7TQW3_MOUSE	unreviewed	Olfactory receptor	Olfr1322	Mus musculus (Mouse)	310
A0A0B6VQT5	1	A0A0B6VQT5_MOUSE	unreviewed	Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1)	Mc1r	Mus musculus (Mouse)	315
L7N462	1	L7N462_MOUSE	unreviewed	Olfactory receptor	Olfr612	Mus musculus (Mouse)	323
Q8VG12	1	Q8VG12_MOUSE	unreviewed	Olfactory receptor	Olfr1316	Mus musculus (Mouse)	314
Q7TQT5	1	Q7TQT5_MOUSE	unreviewed	Olfactory receptor	Olfr1380	Mus musculus (Mouse)	311
Q8VFV3	1	Q8VFV3_MOUSE	unreviewed	Olfactory receptor	Olfr1441	Mus musculus (Mouse)	318
Q3UXU7	1	Q3UXU7_MOUSE	unreviewed	Vang-like protein	Vangl1	Mus musculus (Mouse)	476
M9MMK5	1	M9MMK5_MOUSE	unreviewed	Olfactory receptor	Olfr329 Olfr224 Olfr329-ps	Mus musculus (Mouse)	318
A0A0B4J1M2	1	A0A0B4J1M2_MOUSE	unreviewed	Olfactory receptor	Olfr455	Mus musculus (Mouse)	317
Q53YK0	1	Q53YK0_MOUSE	unreviewed	Neuronal nicotinic acetylcholine receptor alpha4 subunit	Chrna4	Mus musculus (Mouse)	629
Q8VFN0	1	Q8VFN0_MOUSE	unreviewed	Olfactory receptor	Olfr270	Mus musculus (Mouse)	312
Q60I90	1	Q60I90_MOUSE	unreviewed	Prostaglandin F2-alpha receptor (Prostanoid FP receptor)	Ptgfr fp	Mus musculus (Mouse)	366
Q8VH03	1	Q8VH03_MOUSE	unreviewed	Olfactory receptor	Olfr549	Mus musculus (Mouse)	316
Q8VGV1	1	Q8VGV1_MOUSE	unreviewed	Olfactory receptor 683 (Olfactory receptor MOR40-1)	Olfr683	Mus musculus (Mouse)	319
Q0VEL2	1	Q0VEL2_MOUSE	unreviewed	"G protein-coupled receptor, family C, group 5, member D"	Gprc5d	Mus musculus (Mouse)	300
Q8VH08	1	Q8VH08_MOUSE	unreviewed	Olfactory receptor 980 (Olfactory receptor MOR223-2) (Olfactory receptor Olfr980)	Olfr980	Mus musculus (Mouse)	310
Q7TRS6	1	Q7TRS6_MOUSE	unreviewed	Olfactory receptor 553 (Olfactory receptor Olfr553)	Olfr553	Mus musculus (Mouse)	326
Q8C449	1	Q8C449_MOUSE	unreviewed	Cadherin-8	Cdh8	Mus musculus (Mouse)	716
G3UW71	1	G3UW71_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r167	Mus musculus (Mouse)	315
Q7TRJ8	1	Q7TRJ8_MOUSE	unreviewed	Olfactory receptor 115 (Olfactory receptor Olfr115)	Olfr115	Mus musculus (Mouse)	310
Q496V9	1	Q496V9_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr549	Mus musculus (Mouse)	315
Q8VH15	1	Q8VH15_MOUSE	unreviewed	Olfactory receptor	Olfr560	Mus musculus (Mouse)	314
Q7TRN0	1	Q7TRN0_MOUSE	unreviewed	Olfactory receptor	Olfr714	Mus musculus (Mouse)	317
Q8VFB4	1	Q8VFB4_MOUSE	unreviewed	Olfactory receptor	Olfr899	Mus musculus (Mouse)	331
Q8VF84	1	Q8VF84_MOUSE	unreviewed	Olfactory receptor	Olfr1317	Mus musculus (Mouse)	316
Q7TR57	1	Q7TR57_MOUSE	unreviewed	Olfactory receptor	Olfr1106	Mus musculus (Mouse)	312
Q7TRY2	1	Q7TRY2_MOUSE	unreviewed	Olfactory receptor	Olfr372	Mus musculus (Mouse)	314
Q8VF15	1	Q8VF15_MOUSE	unreviewed	Olfactory receptor 976 (Olfactory receptor MOR224-10)	Olfr976	Mus musculus (Mouse)	326
Q8VFA4	1	Q8VFA4_MOUSE	unreviewed	Olfactory receptor	Olfr1391	Mus musculus (Mouse)	311
A0A1L1SQ65	1	A0A1L1SQ65_MOUSE	unreviewed	Olfactory receptor	Olfr1193	Mus musculus (Mouse)	311
A2RTT5	1	A2RTT5_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r232 V1re4	Mus musculus (Mouse)	351
F7D6K4	1	F7D6K4_MOUSE	unreviewed	Sodium channel protein	Scn8a	Mus musculus (Mouse)	1978
G3XA00	1	G3XA00_MOUSE	unreviewed	Metabotropic glutamate receptor 4	Grm4	Mus musculus (Mouse)	912
Q8R288	1	Q8R288_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r78 V1rg7	Mus musculus (Mouse)	313
Q8VFS3	1	Q8VFS3_MOUSE	unreviewed	Olfactory receptor	Olfr435	Mus musculus (Mouse)	313
Q8VFU0	1	Q8VFU0_MOUSE	unreviewed	Olfactory receptor	Olfr815	Mus musculus (Mouse)	316
S4R1L3	1	S4R1L3_MOUSE	unreviewed	Anoctamin	Ano4	Mus musculus (Mouse)	920
Q9WU86	1	Q9WU86_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	324
Q8R2D8	1	Q8R2D8_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r17 V1rc16	Mus musculus (Mouse)	303
K7N6B2	1	K7N6B2_MOUSE	unreviewed	Olfactory receptor	Olfr628	Mus musculus (Mouse)	316
Q8VGX7	1	Q8VGX7_MOUSE	unreviewed	Olfactory receptor	Olfr33	Mus musculus (Mouse)	318
A2AVB8	1	A2AVB8_MOUSE	unreviewed	Olfactory receptor	Olfr1107	Mus musculus (Mouse)	312
L7N213	1	L7N213_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r86	Mus musculus (Mouse)	316
Q8VFR3	1	Q8VFR3_MOUSE	unreviewed	Olfactory receptor 1155 (Olfactory receptor MOR174-10) (Olfactory receptor Olfr1155)	Olfr1155	Mus musculus (Mouse)	314
Q8C7N0	1	Q8C7N0_MOUSE	unreviewed	Gamma-aminobutyric acid receptor subunit gamma-2 (GABA(A) receptor subunit gamma-2)	Gabrg2	Mus musculus (Mouse)	384
Q8VF41	1	Q8VF41_MOUSE	unreviewed	Olfactory receptor	Olfr1277	Mus musculus (Mouse)	303
Q7TQV3	1	Q7TQV3_MOUSE	unreviewed	Olfactory receptor	Olfr1344	Mus musculus (Mouse)	321
Q7TRI8	1	Q7TRI8_MOUSE	unreviewed	Olfactory receptor	Olfr132	Mus musculus (Mouse)	313
Q8VGN8	1	Q8VGN8_MOUSE	unreviewed	Olfactory receptor	Olfr1272	Mus musculus (Mouse)	308
Q8VGQ3	1	Q8VGQ3_MOUSE	unreviewed	Olfactory receptor	Olfr202	Mus musculus (Mouse)	307
C5IAW8	1	C5IAW8_MOUSE	unreviewed	Netrin receptor UNC5	Unc5d	Mus musculus (Mouse)	938
Q9WVD7	1	Q9WVD7_MOUSE	unreviewed	Olfactory receptor	Olfr69	Mus musculus (Mouse)	316
Q8VGD5	1	Q8VGD5_MOUSE	unreviewed	Olfactory receptor	Olfr895	Mus musculus (Mouse)	316
Q7TRK0	1	Q7TRK0_MOUSE	unreviewed	Olfactory receptor	Olfr112	Mus musculus (Mouse)	320
Q8VFC3	1	Q8VFC3_MOUSE	unreviewed	Olfactory receptor	Olfr266	Mus musculus (Mouse)	316
Q8VG70	1	Q8VG70_MOUSE	unreviewed	Olfactory receptor	Olfr905	Mus musculus (Mouse)	310
Q8VF91	1	Q8VF91_MOUSE	unreviewed	Olfactory receptor	Olfr1241 Olfr1254	Mus musculus (Mouse)	314
Q8VFA2	1	Q8VFA2_MOUSE	unreviewed	Olfactory receptor	Olfr165	Mus musculus (Mouse)	313
Q7TRE5	1	Q7TRE5_MOUSE	unreviewed	Olfactory receptor	Olfr875	Mus musculus (Mouse)	310
Q8VFQ1	1	Q8VFQ1_MOUSE	unreviewed	Olfactory receptor	Olfr123	Mus musculus (Mouse)	309
Q8VGR0	1	Q8VGR0_MOUSE	unreviewed	Olfactory receptor	Olfr174	Mus musculus (Mouse)	308
Q7TRJ7	1	Q7TRJ7_MOUSE	unreviewed	Olfactory receptor	Olfr117	Mus musculus (Mouse)	317
L7N1Z3	1	L7N1Z3_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r80	Mus musculus (Mouse)	308
Q9EQ83	1	Q9EQ83_MOUSE	unreviewed	Gamma-sarcoglycan	Sgcg	Mus musculus (Mouse)	291
Q91XY0	1	Q91XY0_MOUSE	unreviewed	"Protocadherin gamma A8 (Protocadherin gamma subfamily A, 8)"	Pcdhga8	Mus musculus (Mouse)	932
Q7TRQ1	1	Q7TRQ1_MOUSE	unreviewed	Olfactory receptor 645 (Olfactory receptor Olfr645)	Olfr645	Mus musculus (Mouse)	315
Q14AK5	1	Q14AK5_MOUSE	unreviewed	Olfactory receptor	Olfr733	Mus musculus (Mouse)	308
Q9DC42	1	Q9DC42_MOUSE	unreviewed	Adhesion G protein-coupled receptor E5	Adgre5 Cd97	Mus musculus (Mouse)	722
Q8VGR6	1	Q8VGR6_MOUSE	unreviewed	Olfactory receptor	Olfr393	Mus musculus (Mouse)	312
A0A494BA14	1	A0A494BA14_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r207 Vmn1r207-ps	Mus musculus (Mouse)	312
Q8VFA1	1	Q8VFA1_MOUSE	unreviewed	Olfactory receptor	Olfr108	Mus musculus (Mouse)	320
F8S0Y0	1	F8S0Y0_MOUSE	unreviewed	cAMP-dependent protein kinase type I-alpha regulatory subunit transcript variant 2 (cAMP-dependent protein kinase type I-alpha regulatory subunit transcript variant 3) (cAMP-dependent protein kinase type I-alpha regulatory subunit transcript variant 4) (Fragment)	Prkar1a	Mus musculus (Mouse)	239
B7ZBV4	1	B7ZBV4_MOUSE	unreviewed	"Potassium voltage-gated channel subfamily KQT member 2 (Potassium voltage-gated channel, subfamily Q, member 2)"	Kcnq2	Mus musculus (Mouse)	759
Q9DBL0	1	Q9DBL0_MOUSE	unreviewed	Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor)	Adra1b	Mus musculus (Mouse)	515
Q4FJL9	1	Q4FJL9_MOUSE	unreviewed	Aif1 protein	Aif1	Mus musculus (Mouse)	147
Q8VGL8	1	Q8VGL8_MOUSE	unreviewed	Olfactory receptor	Olfr53	Mus musculus (Mouse)	312
Q8VF60	1	Q8VF60_MOUSE	unreviewed	Olfactory receptor	Olfr291	Mus musculus (Mouse)	317
D3YTY1	1	D3YTY1_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r107 Vmn1r130 Vmn1r137 Vmn1r155 Vmn1r165	Mus musculus (Mouse)	307
Q0VBN7	1	Q0VBN7_MOUSE	unreviewed	Olfactory receptor	Olfr12	Mus musculus (Mouse)	333
Q3V0X2	1	Q3V0X2_MOUSE	unreviewed	4930428D18Rik protein (Claudin 34B4)	Cldn34b4 4930428D18Rik	Mus musculus (Mouse)	211
A0A087WR36	1	A0A087WR36_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r90	Mus musculus (Mouse)	309
A0A140LHT7	1	A0A140LHT7_MOUSE	unreviewed	Olfactory receptor	Olfr1555-ps1	Mus musculus (Mouse)	321
Q8VG85	1	Q8VG85_MOUSE	unreviewed	Olfactory receptor	Olfr640	Mus musculus (Mouse)	314
Q7TRC3	1	Q7TRC3_MOUSE	unreviewed	Olfactory receptor	Olfr917	Mus musculus (Mouse)	309
E9PZ66	1	E9PZ66_MOUSE	unreviewed	Olfactory receptor	Olfr620	Mus musculus (Mouse)	313
E9QNM5	1	E9QNM5_MOUSE	unreviewed	Olfactory receptor	Olfr187 Olfr196	Mus musculus (Mouse)	308
A2ARY0	1	A2ARY0_MOUSE	unreviewed	Olfactory receptor	Olfr1039 Olfr1040	Mus musculus (Mouse)	319
Q8VFH3	1	Q8VFH3_MOUSE	unreviewed	Olfactory receptor	Olfr777 Olfr800	Mus musculus (Mouse)	311
Q8VGE7	1	Q8VGE7_MOUSE	unreviewed	Olfactory receptor	Olfr1301	Mus musculus (Mouse)	312
Q8VGH3	1	Q8VGH3_MOUSE	unreviewed	Olfactory receptor	Olfr1348	Mus musculus (Mouse)	312
E9PZZ6	1	E9PZZ6_MOUSE	unreviewed	Olfactory receptor 1510	Olfr1510	Mus musculus (Mouse)	318
Q8VF55	1	Q8VF55_MOUSE	unreviewed	Olfactory receptor	Olfr1420	Mus musculus (Mouse)	309
Q7TRV7	1	Q7TRV7_MOUSE	unreviewed	Olfactory receptor	Olfr453	Mus musculus (Mouse)	317
E9Q7E7	1	E9Q7E7_MOUSE	unreviewed	Olfactory receptor	Olfr427	Mus musculus (Mouse)	315
Q5SSA0	1	Q5SSA0_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r223	Mus musculus (Mouse)	361
E9Q546	1	E9Q546_MOUSE	unreviewed	Olfactory receptor 554	Olfr554	Mus musculus (Mouse)	317
Q7TRZ4	1	Q7TRZ4_MOUSE	unreviewed	Olfactory receptor	Olfr320	Mus musculus (Mouse)	306
Q8R2B4	1	Q8R2B4_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r179 V1rd17	Mus musculus (Mouse)	323
Q8VFP3	1	Q8VFP3_MOUSE	unreviewed	Olfactory receptor	Olfr360	Mus musculus (Mouse)	317
A0A1D5RMF9	1	A0A1D5RMF9_MOUSE	unreviewed	Olfactory receptor	Olfr25 Olfr143	Mus musculus (Mouse)	310
Q8VGI9	1	Q8VGI9_MOUSE	unreviewed	Olfactory receptor 807 (Olfactory receptor MOR117-1) (Olfactory receptor Olfr807)	Olfr807	Mus musculus (Mouse)	311
Q641K6	1	Q641K6_MOUSE	unreviewed	Pcdha1 protein (Protocadherin alpha 1)	Pcdha1	Mus musculus (Mouse)	902
A0A0R4J0B6	1	A0A0R4J0B6_MOUSE	unreviewed	Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Urate exporter)	Abcg2	Mus musculus (Mouse)	657
Q8VF46	1	Q8VF46_MOUSE	unreviewed	Olfactory receptor	Olfr1305	Mus musculus (Mouse)	312
Q8R256	1	Q8R256_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r89 V1rj2	Mus musculus (Mouse)	316
Q3TPL8	1	Q3TPL8_MOUSE	unreviewed	"Solute carrier family 2, facilitated glucose transporter member 3 (GLUT-3) (Glucose transporter type 3)"	Slc2a3	Mus musculus (Mouse)	493
Q8VEW0	1	Q8VEW0_MOUSE	unreviewed	Olfactory receptor	Olfr420	Mus musculus (Mouse)	321
Q8VGC8	1	Q8VGC8_MOUSE	unreviewed	Olfactory receptor	Olfr131	Mus musculus (Mouse)	314
Q7TR58	1	Q7TR58_MOUSE	unreviewed	Olfactory receptor	Olfr1105	Mus musculus (Mouse)	312
Q8VF07	1	Q8VF07_MOUSE	unreviewed	Olfactory receptor	Olfr564	Mus musculus (Mouse)	330
Q7TQQ5	1	Q7TQQ5_MOUSE	unreviewed	Olfactory receptor	Olfr1490	Mus musculus (Mouse)	316
A1L151	1	A1L151_MOUSE	unreviewed	G protein-coupled receptor 37-like 1	Gpr37l1	Mus musculus (Mouse)	348
Q14DJ8	1	Q14DJ8_MOUSE	unreviewed	Axin-1 (Axis inhibition protein 1)	Axin1	Mus musculus (Mouse)	832
Q8VF28	1	Q8VF28_MOUSE	unreviewed	Olfactory receptor 593 (Olfactory receptor MOR24-2)	Olfr593	Mus musculus (Mouse)	327
Q53ZW9	1	Q53ZW9_MOUSE	unreviewed	Solute carrier organic anion transporter family member	Slco1a1 Slc21a1	Mus musculus (Mouse)	670
Q3KPD5	1	Q3KPD5_MOUSE	unreviewed	Olfactory receptor	Olfr1271	Mus musculus (Mouse)	305
Q8R265	1	Q8R265_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r197 V1rh21	Mus musculus (Mouse)	298
Q8VGB2	1	Q8VGB2_MOUSE	unreviewed	Olfactory receptor MOR258-1 (Olfr1341)	Olfr1341	Mus musculus (Mouse)	308
A1L1B4	1	A1L1B4_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr282	Mus musculus (Mouse)	308
Q3URC9	1	Q3URC9_MOUSE	unreviewed	Angiotensin-converting enzyme (EC 3.4.-.-)	Ace2	Mus musculus (Mouse)	805
Q3SXU0	1	Q3SXU0_MOUSE	unreviewed	Olfactory receptor	Olfr427	Mus musculus (Mouse)	315
Q91Y15	1	Q91Y15_MOUSE	unreviewed	Protocadherin alpha 5	Pcdha5	Mus musculus (Mouse)	934
E9Q0Q2	1	E9Q0Q2_MOUSE	unreviewed	Olfactory receptor	Olfr424	Mus musculus (Mouse)	315
A0A1L1SVB5	1	A0A1L1SVB5_MOUSE	unreviewed	Olfactory receptor	Olfr1293-ps	Mus musculus (Mouse)	326
Q499H7	1	Q499H7_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr54	Mus musculus (Mouse)	312
Q8VGT1	1	Q8VGT1_MOUSE	unreviewed	Olfactory receptor	Olfr385	Mus musculus (Mouse)	312
Q8VFP6	1	Q8VFP6_MOUSE	unreviewed	Olfactory receptor	Olfr355	Mus musculus (Mouse)	310
Q7TR89	1	Q7TR89_MOUSE	unreviewed	Olfactory receptor	Olfr1028 Olfr1534-ps1	Mus musculus (Mouse)	324
A0A3B2WBL6	1	A0A3B2WBL6_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r224	Mus musculus (Mouse)	96
Q8VGZ2	1	Q8VGZ2_MOUSE	unreviewed	Olfactory receptor	Olfr569	Mus musculus (Mouse)	314
A2ASU6	1	A2ASU6_MOUSE	unreviewed	Olfactory receptor	Olfr1023 Olfr1022	Mus musculus (Mouse)	311
Q14A42	1	Q14A42_MOUSE	unreviewed	Olfactory receptor	Olfr9	Mus musculus (Mouse)	312
Q8C4C4	1	Q8C4C4_MOUSE	unreviewed	Repulsive guidance molecule A	Rgma	Mus musculus (Mouse)	344
Q8C872	1	Q8C872_MOUSE	unreviewed	Transferrin receptor protein 1	Tfrc	Mus musculus (Mouse)	515
Q8VG72	1	Q8VG72_MOUSE	unreviewed	Olfactory receptor	Olfr136 Olfr138	Mus musculus (Mouse)	312
Q8VG61	1	Q8VG61_MOUSE	unreviewed	Olfactory receptor	Olfr1246	Mus musculus (Mouse)	314
Q8VG50	1	Q8VG50_MOUSE	unreviewed	Olfactory receptor	Olfr922	Mus musculus (Mouse)	311
B0QZW1	1	B0QZW1_MOUSE	unreviewed	Glutamate receptor	Gria3	Mus musculus (Mouse)	888
Q7TR71	1	Q7TR71_MOUSE	unreviewed	Olfactory receptor	Olfr1062 Olfr1057	Mus musculus (Mouse)	315
Q7TS32	1	Q7TS32_MOUSE	unreviewed	Olfactory receptor 213 (Olfactory receptor Olfr213)	Olfr213	Mus musculus (Mouse)	327
I0B502	1	I0B502_MOUSE	unreviewed	Acetylcholine receptor subunit gamma (Chrng variant N2) (Fragment)	Chrng	Mus musculus (Mouse)	220
Q8VGA6	1	Q8VGA6_MOUSE	unreviewed	Olfactory receptor	Olfr1090	Mus musculus (Mouse)	313
Q2NL40	1	Q2NL40_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr140	Mus musculus (Mouse)	301
Q8VG67	1	Q8VG67_MOUSE	unreviewed	Olfactory receptor	Olfr904	Mus musculus (Mouse)	310
Q7TRF8	1	Q7TRF8_MOUSE	unreviewed	Olfactory receptor	Olfr855	Mus musculus (Mouse)	312
Q8VGG1	1	Q8VGG1_MOUSE	unreviewed	Olfactory receptor	Olfr1217	Mus musculus (Mouse)	304
Q7TRX4	1	Q7TRX4_MOUSE	unreviewed	Olfactory receptor	Olfr23	Mus musculus (Mouse)	325
Q8VGF0	1	Q8VGF0_MOUSE	unreviewed	Olfactory receptor	Olfr126	Mus musculus (Mouse)	319
Q8VFS5	1	Q8VFS5_MOUSE	unreviewed	Olfactory receptor	Olfr441	Mus musculus (Mouse)	310
Q8VGV8	1	Q8VGV8_MOUSE	unreviewed	Olfactory receptor 589 (Olfactory receptor MOR32-3) (Olfactory receptor Olfr589)	Olfr589	Mus musculus (Mouse)	317
Q544D4	1	Q544D4_MOUSE	unreviewed	"Sarcoglycan, delta (Dystrophin-associated glycoprotein)"	Sgcd	Mus musculus (Mouse)	289
Q8VGH0	1	Q8VGH0_MOUSE	unreviewed	Olfactory receptor	Olfr1378	Mus musculus (Mouse)	315
E9PWV2	1	E9PWV2_MOUSE	unreviewed	Olfactory receptor 218 (Olfr218)	Olfr218	Mus musculus (Mouse)	313
Q0VEX8	1	Q0VEX8_MOUSE	unreviewed	"Gamma-aminobutyric acid (GABA-A) receptor, subunit theta"	Gabrq	Mus musculus (Mouse)	638
A2AT78	1	A2AT78_MOUSE	unreviewed	Olfactory receptor	Olfr1247	Mus musculus (Mouse)	314
Q8R255	1	Q8R255_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r87 V1rk1	Mus musculus (Mouse)	295
Q3B880	1	Q3B880_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr458	Mus musculus (Mouse)	238
Q543V2	1	Q543V2_MOUSE	unreviewed	5-hydroxytryptamine receptor 1F (Serotonin receptor 1F)	Htr1f	Mus musculus (Mouse)	366
E9Q2B9	1	E9Q2B9_MOUSE	unreviewed	Olfactory receptor	Olfr466	Mus musculus (Mouse)	308
Q8VGW5	1	Q8VGW5_MOUSE	unreviewed	Olfactory receptor	Olfr691	Mus musculus (Mouse)	322
Q8VFC2	1	Q8VFC2_MOUSE	unreviewed	Olfactory receptor	Olfr137	Mus musculus (Mouse)	312
Q5SSM0	1	Q5SSM0_MOUSE	unreviewed	Cytotoxic T-lymphocyte protein 4 (Cytotoxic T-lymphocyte-associated antigen 4)	Ctla4 CH29-120A16.2-002	Mus musculus (Mouse)	174
Q7TQU7	1	Q7TQU7_MOUSE	unreviewed	Olfactory receptor 1357 (Olfactory receptor Olfr1357)	Olfr1357	Mus musculus (Mouse)	313
Q8VFT1	1	Q8VFT1_MOUSE	unreviewed	Olfactory receptor	Olfr1112	Mus musculus (Mouse)	318
Q8VG73	1	Q8VG73_MOUSE	unreviewed	Olfactory receptor	Olfr1240	Mus musculus (Mouse)	314
Q7TRC9	1	Q7TRC9_MOUSE	unreviewed	Olfactory receptor	Olfr904	Mus musculus (Mouse)	310
Q0VBU3	1	Q0VBU3_MOUSE	unreviewed	Muscarinic acetylcholine receptor	Chrm4	Mus musculus (Mouse)	479
Q7TRU0	1	Q7TRU0_MOUSE	unreviewed	Olfactory receptor	Olfr524	Mus musculus (Mouse)	318
Q4VA93	1	Q4VA93_MOUSE	unreviewed	Protein kinase C (EC 2.7.11.13)	Prkca	Mus musculus (Mouse)	672
Q8VFG7	1	Q8VFG7_MOUSE	unreviewed	Olfactory receptor	Olfr315	Mus musculus (Mouse)	309
